Field Id,Field name,Rule,Rule type,Action,Rule note,Message,Message,Condition (if present):,Description
lctr.transaction.startingActions.conductors.onBehalfOfs.personDetails.nameOfEmployer,Name of employer,122010,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.personDetails.occupation,Occupation,122000,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Person,"Reject this report if the user provided text that is not between 1 and 200 characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.personDetails.otherNameInitial,Other name/initial,121940,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.personDetails.surname,Surname,121920,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / On behalf of / Person,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true'.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.personDetails.surname,Surname,121921,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.personDetails.telephoneNumber,Telephone number,121961,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Person,"Reject this report if the user provided a value that did not contain 0 to 20 numbers, dashes, commas, periods, spaces or round brackets.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.typeCode,Subject type,122515,Presence,Reject,,Field is mandatory.,329,Conductor / On behalf of,"Reject this report if the user did not provide a value into this field.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.typeCode,Subject type,122516,Content,Reject,,The value entered for the field does not provide what is required.,301,Conductor / On behalf of,"Reject this report if the user provided a value that is not one of 3, 4.
"
lctr.transaction.startingActions.conductors.personDetails.address.buildingNumber,House/Building number,121390,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.personDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.personDetails.address.buildingNumber,House/Building number,121391,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 1 and 10 characters.
"
lctr.transaction.startingActions.conductors.personDetails.address.city,City,121410,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false and lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is 1.
"
lctr.transaction.startingActions.conductors.personDetails.address.city,City,121411,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.personDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.personDetails.address.city,City,121413,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7) and lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is Structured address (1).
"
lctr.transaction.startingActions.conductors.personDetails.address.city,City,121415,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is '1' and and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.address.city,City,121416,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is '1' and and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.address.city,City,121412,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.personDetails.address.countryCode,Country,121460,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false.
"
lctr.transaction.startingActions.conductors.personDetails.address.countryCode,Country,121463,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7).
"
lctr.transaction.startingActions.conductors.personDetails.address.countryCode,Country,121464,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.address.countryCode,Country,121465,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.address.countryCode,Country,121461,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.personDetails.address.countryCode,Country,121462,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Person,"Reject this report if the user provided a value not in the list:
	 - All ISO Countries
"
lctr.transaction.startingActions.conductors.personDetails.address.district,District,121420,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.personDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.personDetails.address.district,District,121421,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.personDetails.address.postalZipCode,Postal or zip code,121471,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.personDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.personDetails.address.postalZipCode,Postal or zip code,121470,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value and lctr.transaction.startingActions.conductors.personDetails.address.unstructured is blank and lctr.transaction.startingActions.conductors.personDetails.address.countryCode is one of Canada (CA), United States (US).
"
lctr.transaction.startingActions.conductors.personDetails.address.postalZipCode,Postal or zip code,121472,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 1 and 20 characters.
"
lctr.transaction.startingActions.conductors.personDetails.address.postalZipCode,Postal or zip code,121473,Content,Reject,,The value entered for this field is not a valid format for a Postal Code / Zip Code.,363,Conductor / Person,"Reject this report if the postal code provided is not a valid Canadian postal code OR if the ZIP code provided is not a valid US ZIP code OR if the postal code provided is not alphanumeric for countries entered in lctr.transaction.startingActions.conductors.personDetails.address.countryCode other than Canada and the United States.
"
lctr.transaction.startingActions.conductors.personDetails.address.provinceStateCode,Province or state code,121430,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is Structured address (1) and lctr.transaction.largeCashTransactionDetails.methodCode is In person (1) and lctr.transaction.startingActions.conductors.personDetails.address.countryCode is one of Canada (CA), United States (US), Mexico (MX).
"
lctr.transaction.startingActions.conductors.personDetails.address.provinceStateCode,Province or state code,121431,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.personDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.personDetails.address.provinceStateCode,Province or state code,121432,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.personDetails.address.countryCode is not in CA, US, MX.
"
lctr.transaction.startingActions.conductors.personDetails.address.provinceStateCode,Province or state code,121435,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value and lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is Structured address (1) and lctr.transaction.largeCashTransactionDetails.methodCode is In person (1) and lctr.transaction.startingActions.conductors.personDetails.address.countryCode is one of Canada (CA), United States (US), Mexico (MX).
"
lctr.transaction.startingActions.conductors.personDetails.address.provinceStateCode,Province or state code,121433,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.personDetails.address.provinceStateCode,Province or state code,121434,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Person,"Reject this report if the province/state code does not correspond with the country provided OR is not a valid Canadian, US or Mexican province/state code given the country lctr.transaction.startingActions.conductors.personDetails.address.countryCode.
"
lctr.transaction.startingActions.conductors.personDetails.address.provinceStateName,Province or state name,121440,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.personDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.personDetails.address.provinceStateName,Province or state name,121441,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.personDetails.address.countryCode is in CA, US, MX.
"
lctr.transaction.startingActions.conductors.personDetails.address.provinceStateName,Province or state name,121442,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.personDetails.address.streetAddress,Street address,121400,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false and lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is 1.
"
lctr.transaction.startingActions.conductors.personDetails.address.streetAddress,Street address,121401,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.personDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.personDetails.address.streetAddress,Street address,121403,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7) and lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is Structured address (1).
"
lctr.transaction.startingActions.conductors.personDetails.address.streetAddress,Street address,121404,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is '1' and and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.address.streetAddress,Street address,121405,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is '1' and and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.address.streetAddress,Street address,121402,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.personDetails.address.subProvinceSubLocality,Sub-province and/or sub-locality,121450,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.personDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.personDetails.address.subProvinceSubLocality,Sub-province and/or sub-locality,121451,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.personDetails.address.unitNumber,Apt/Room/Suite/Unit number,121380,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.personDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.personDetails.address.unitNumber,Apt/Room/Suite/Unit number,121381,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 1 and 10 characters.
"
lctr.transaction.startingActions.conductors.personDetails.address.unstructured,Unstructured address details,121480,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.personDetails.address.unitNumber, lctr.transaction.startingActions.conductors.personDetails.address.buildingNumber, lctr.transaction.startingActions.conductors.personDetails.address.streetAddress, lctr.transaction.startingActions.conductors.personDetails.address.city, lctr.transaction.startingActions.conductors.personDetails.address.district, lctr.transaction.startingActions.conductors.personDetails.address.provinceStateCode, lctr.transaction.startingActions.conductors.personDetails.address.provinceStateName, lctr.transaction.startingActions.conductors.personDetails.address.subProvinceSubLocality, lctr.transaction.startingActions.conductors.personDetails.address.postalZipCode are not empty.
"
lctr.transaction.startingActions.conductors.personDetails.address.unstructured,Unstructured address details,121486,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false and lctr.transaction.startingActions.conductors.personDetails.address.typeCode is 2.
"
lctr.transaction.startingActions.conductors.personDetails.address.unstructured,Unstructured address details,121482,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is '2' and and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.address.unstructured,Unstructured address details,121483,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  lctr.transaction.startingActions.conductors.personDetails.addressTypeCode is '2' and and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.address.unstructured,Unstructured address details,121487,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7) and lctr.transaction.startingActions.conductors.personDetails.address.typeCode is '2'.
"
lctr.transaction.startingActions.conductors.personDetails.address.unstructured,Unstructured address details,121481,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 1 and 500 characters.
"
lctr.transaction.startingActions.conductors.personDetails.alias,Alias,121300,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.personDetails.countryOfResidenceCode,Country of residence,121340,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.personDetails.countryOfResidenceCode,Country of residence,121341,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Person,"Reject this report if the user provided a value not in the list:
	 - All ISO Countries
"
lctr.transaction.startingActions.conductors.personDetails.dateOfBirth,Date of birth,121330,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false.
"
lctr.transaction.startingActions.conductors.personDetails.dateOfBirth,Date of birth,121334,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7).
"
lctr.transaction.startingActions.conductors.personDetails.dateOfBirth,Date of birth,121335,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.dateOfBirth,Date of birth,121336,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.dateOfBirth,Date of birth,121331,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided a date that is not in the following format: yyyy-MM-dd.
"
lctr.transaction.startingActions.conductors.personDetails.dateOfBirth,Date of birth,121332,Content,Reject,,The field cannot contain a future date.,304,Conductor / Person,"Reject this report if the user provided a date that is not before today.
"
lctr.transaction.startingActions.conductors.personDetails.dateOfBirth,Date of birth,121333,Content,Reject,,The date in the field is too far in the past.,308,Conductor / Person,"Reject this report if the user provided a date that is not within the last -120 Years.
"
lctr.transaction.startingActions.conductors.personDetails.extensionNumber,Extension,121320,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.personDetails.telephoneNumber is empty.
"
lctr.transaction.startingActions.conductors.personDetails.extensionNumber,Extension,121321,Format,Warning,,Invalid format.,362,Conductor / Person,"Send a warning if the user provided a value that does not contain up to 10 numbers, dashes, commas, periods, spaces or round brackets.
"
lctr.transaction.startingActions.conductors.personDetails.givenName,Given name,121280,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false.
"
lctr.transaction.startingActions.conductors.personDetails.givenName,Given name,121282,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7).
"
lctr.transaction.startingActions.conductors.personDetails.givenName,Given name,121284,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.givenName,Given name,121285,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.givenName,Given name,121281,Format,Reject,,Invalid format.,362,Conductor / Person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.personDetails.identifications,Identification list,121490,Content,Reject,,"The list cannot be empty, but is required based on the value entered elsewhere in the report.",331,Conductor / Person,"Reject this report if the list of values is not between 1 and * and lctr.transaction.largeCashTransactionDetails.thresholdIndicator equals 'true'.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode,Identification type,121500,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person / Identification,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode,Identification type,121502,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person / Identification,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7).
"
lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode,Identification type,121503,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person / Identification,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode,Identification type,121504,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person / Identification,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode,Identification type,121501,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Person / Identification,"Reject this report if the user provided a value not in the list:
	 - 1=Birth certificate
	 - 2=Passport
	 - 3=Other
	 - 4=Driver's licence
	 - 5=Provincial health card
	 - 14=Citizenship card
	 - 15=Certificate of Indian Status
	 - 27=Social Insurance Number card
	 - 32=Permanent resident card
	 - 33=Record of landing
	 - 34=Credit file
	 - 35=Government issued identification
	 - 36=Insurance documents
	 - 37=Provincial or territorial identity card
	 - 38=Record of employment
	 - 39=Travel visa
	 - 40=Utility statement
"
lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeOther,Identification type - other,121510,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person / Identification,"Reject this report if the user did not provide a value and lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode is Other (3).
"
lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeOther,Identification type - other,121511,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person / Identification,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode is not Other (3).
"
lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeOther,Identification type - other,121512,Format,Reject,,Invalid format.,362,Conductor / Person / Identification,"Reject this report if the user provided text that is not between 1 and 200 characters.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121530,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person / Identification,"Reject this report if the user did not provide a value and lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode is one of Birth certificate (1), Passport (2), Driver's licence (4), Provincial health card (5), Citizenship card (14), Certificate of Indian Status (15), Permanent resident card (32), Record of landing (33), Government issued identification (35), Provincial or territorial identity card (37), Travel visa (39).
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121531,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person / Identification,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121534,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person / Identification,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7).
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121535,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person / Identification,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
